bin_id,Q2_min,Q2_max,x_min,x_max,phperp_pim_min,phperp_pim_max,z_pim_min,z_pim_max
271,5.00000000,9.00000000,0.31800000,0.37300000,0.60000000,1.00000000,0.55000000,1.00000000
272,5.00000000,9.00000000,0.31800000,0.37300000,1.00000000,3.00000000,0.00000000,0.25000000
273,5.00000000,9.00000000,0.31800000,0.37300000,1.00000000,3.00000000,0.25000000,0.35000000
274,5.00000000,9.00000000,0.31800000,0.37300000,1.00000000,3.00000000,0.35000000,1.00000000
275,5.00000000,9.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.00000000,0.15000000
276,5.00000000,9.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.15000000,0.25000000
277,5.00000000,9.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.25000000,0.35000000
278,5.00000000,9.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.35000000,0.55000000
279,5.00000000,9.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.55000000,1.00000000
280,5.00000000,9.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.00000000,0.10000000
281,5.00000000,9.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.10000000,0.15000000
282,5.00000000,9.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.15000000,0.25000000
283,5.00000000,9.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.25000000,0.35000000
284,5.00000000,9.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.35000000,0.55000000
285,5.00000000,9.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.55000000,1.00000000
286,5.00000000,9.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.00000000,0.10000000
287,5.00000000,9.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.10000000,0.15000000
288,5.00000000,9.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.15000000,0.25000000
289,5.00000000,9.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.25000000,0.35000000
290,5.00000000,9.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.35000000,0.55000000
291,5.00000000,9.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.55000000,1.00000000
292,5.00000000,9.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.00000000,0.15000000
293,5.00000000,9.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.15000000,0.25000000
294,5.00000000,9.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.25000000,0.35000000
295,5.00000000,9.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.35000000,0.55000000
296,5.00000000,9.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.55000000,1.00000000
297,5.00000000,9.00000000,0.37300000,0.45400000,1.00000000,3.00000000,0.00000000,0.25000000
298,5.00000000,9.00000000,0.37300000,0.45400000,1.00000000,3.00000000,0.25000000,0.35000000
299,5.00000000,9.00000000,0.37300000,0.45400000,1.00000000,3.00000000,0.35000000,1.00000000
300,5.00000000,9.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.00000000,0.15000000
301,5.00000000,9.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.15000000,0.25000000
302,5.00000000,9.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.25000000,0.35000000
303,5.00000000,9.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.35000000,0.55000000
304,5.00000000,9.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.55000000,1.00000000
305,5.00000000,9.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.00000000,0.10000000
306,5.00000000,9.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.10000000,0.15000000
307,5.00000000,9.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.15000000,0.25000000
308,5.00000000,9.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.25000000,0.35000000
309,5.00000000,9.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.35000000,0.55000000
310,5.00000000,9.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.55000000,1.00000000
311,5.00000000,9.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.00000000,0.10000000
312,5.00000000,9.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.10000000,0.15000000
313,5.00000000,9.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.15000000,0.25000000
314,5.00000000,9.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.25000000,0.35000000
315,5.00000000,9.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.35000000,0.55000000
316,5.00000000,9.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.55000000,1.00000000
317,5.00000000,9.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.00000000,0.15000000
318,5.00000000,9.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.15000000,0.25000000
319,5.00000000,9.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.25000000,0.35000000
320,5.00000000,9.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.35000000,0.55000000
321,5.00000000,9.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.55000000,1.00000000
322,5.00000000,9.00000000,0.45400000,0.60000000,1.00000000,3.00000000,0.00000000,0.25000000
323,5.00000000,9.00000000,0.45400000,0.60000000,1.00000000,3.00000000,0.25000000,0.35000000
324,5.00000000,9.00000000,0.45400000,0.60000000,1.00000000,3.00000000,0.35000000,1.00000000
325,5.00000000,9.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.00000000,0.15000000
326,5.00000000,9.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.15000000,0.25000000
327,5.00000000,9.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.25000000,0.35000000
328,5.00000000,9.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.35000000,0.55000000
329,5.00000000,9.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.55000000,1.00000000
330,5.00000000,9.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.00000000,0.10000000
331,5.00000000,9.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.10000000,0.15000000
332,5.00000000,9.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.15000000,0.25000000
333,5.00000000,9.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.25000000,0.35000000
334,5.00000000,9.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.35000000,0.55000000
335,5.00000000,9.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.55000000,1.00000000
336,5.00000000,9.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.00000000,0.10000000
337,5.00000000,9.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.10000000,0.15000000
338,5.00000000,9.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.15000000,0.25000000
339,5.00000000,9.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.25000000,0.35000000
340,5.00000000,9.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.35000000,0.55000000
341,5.00000000,9.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.55000000,1.00000000
342,5.00000000,9.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.00000000,0.15000000
343,5.00000000,9.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.15000000,0.25000000
344,5.00000000,9.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.25000000,0.35000000
345,5.00000000,9.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.35000000,0.55000000
346,5.00000000,9.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.55000000,1.00000000
347,5.00000000,9.00000000,0.60000000,1.00000000,1.00000000,3.00000000,0.00000000,0.25000000
348,5.00000000,9.00000000,0.60000000,1.00000000,1.00000000,3.00000000,0.25000000,0.35000000
349,5.00000000,9.00000000,0.60000000,1.00000000,1.00000000,3.00000000,0.35000000,1.00000000
350,9.00000000,13.00000000,0.00000000,0.37300000,0.00000000,0.20000000,0.00000000,0.15000000
351,9.00000000,13.00000000,0.00000000,0.37300000,0.00000000,0.20000000,0.15000000,0.25000000
352,9.00000000,13.00000000,0.00000000,0.37300000,0.00000000,0.20000000,0.25000000,0.35000000
353,9.00000000,13.00000000,0.00000000,0.37300000,0.00000000,0.20000000,0.35000000,0.55000000
354,9.00000000,13.00000000,0.00000000,0.37300000,0.00000000,0.20000000,0.55000000,1.00000000
355,9.00000000,13.00000000,0.00000000,0.37300000,0.20000000,0.40000000,0.00000000,0.10000000
356,9.00000000,13.00000000,0.00000000,0.37300000,0.20000000,0.40000000,0.10000000,0.15000000
357,9.00000000,13.00000000,0.00000000,0.37300000,0.20000000,0.40000000,0.15000000,0.25000000
358,9.00000000,13.00000000,0.00000000,0.37300000,0.20000000,0.40000000,0.25000000,0.35000000
359,9.00000000,13.00000000,0.00000000,0.37300000,0.20000000,0.40000000,0.35000000,0.55000000
360,9.00000000,13.00000000,0.00000000,0.37300000,0.20000000,0.40000000,0.55000000,1.00000000
361,9.00000000,13.00000000,0.00000000,0.37300000,0.40000000,0.60000000,0.00000000,0.10000000
362,9.00000000,13.00000000,0.00000000,0.37300000,0.40000000,0.60000000,0.10000000,0.15000000
363,9.00000000,13.00000000,0.00000000,0.37300000,0.40000000,0.60000000,0.15000000,0.25000000
364,9.00000000,13.00000000,0.00000000,0.37300000,0.40000000,0.60000000,0.25000000,0.35000000
365,9.00000000,13.00000000,0.00000000,0.37300000,0.40000000,0.60000000,0.35000000,0.55000000
366,9.00000000,13.00000000,0.00000000,0.37300000,0.40000000,0.60000000,0.55000000,1.00000000
367,9.00000000,13.00000000,0.00000000,0.37300000,0.60000000,1.00000000,0.00000000,0.15000000
368,9.00000000,13.00000000,0.00000000,0.37300000,0.60000000,1.00000000,0.15000000,0.25000000
369,9.00000000,13.00000000,0.00000000,0.37300000,0.60000000,1.00000000,0.25000000,0.35000000
370,9.00000000,13.00000000,0.00000000,0.37300000,0.60000000,1.00000000,0.35000000,0.55000000
371,9.00000000,13.00000000,0.00000000,0.37300000,0.60000000,1.00000000,0.55000000,1.00000000
372,9.00000000,13.00000000,0.00000000,0.37300000,1.00000000,3.00000000,0.00000000,0.25000000
373,9.00000000,13.00000000,0.00000000,0.37300000,1.00000000,3.00000000,0.25000000,0.35000000
374,9.00000000,13.00000000,0.00000000,0.37300000,1.00000000,3.00000000,0.35000000,1.00000000
375,9.00000000,13.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.00000000,0.15000000
376,9.00000000,13.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.15000000,0.25000000
377,9.00000000,13.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.25000000,0.35000000
378,9.00000000,13.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.35000000,0.55000000
379,9.00000000,13.00000000,0.37300000,0.45400000,0.00000000,0.20000000,0.55000000,1.00000000
380,9.00000000,13.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.00000000,0.10000000
381,9.00000000,13.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.10000000,0.15000000
382,9.00000000,13.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.15000000,0.25000000
383,9.00000000,13.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.25000000,0.35000000
384,9.00000000,13.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.35000000,0.55000000
385,9.00000000,13.00000000,0.37300000,0.45400000,0.20000000,0.40000000,0.55000000,1.00000000
386,9.00000000,13.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.00000000,0.10000000
387,9.00000000,13.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.10000000,0.15000000
388,9.00000000,13.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.15000000,0.25000000
389,9.00000000,13.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.25000000,0.35000000
390,9.00000000,13.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.35000000,0.55000000
391,9.00000000,13.00000000,0.37300000,0.45400000,0.40000000,0.60000000,0.55000000,1.00000000
392,9.00000000,13.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.00000000,0.15000000
393,9.00000000,13.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.15000000,0.25000000
394,9.00000000,13.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.25000000,0.35000000
395,9.00000000,13.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.35000000,0.55000000
396,9.00000000,13.00000000,0.37300000,0.45400000,0.60000000,1.00000000,0.55000000,1.00000000
397,9.00000000,13.00000000,0.37300000,0.45400000,1.00000000,3.00000000,0.00000000,0.25000000
398,9.00000000,13.00000000,0.37300000,0.45400000,1.00000000,3.00000000,0.25000000,0.35000000
399,9.00000000,13.00000000,0.37300000,0.45400000,1.00000000,3.00000000,0.35000000,1.00000000
400,9.00000000,13.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.00000000,0.15000000
401,9.00000000,13.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.15000000,0.25000000
402,9.00000000,13.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.25000000,0.35000000
403,9.00000000,13.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.35000000,0.55000000
404,9.00000000,13.00000000,0.45400000,0.60000000,0.00000000,0.20000000,0.55000000,1.00000000
405,9.00000000,13.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.00000000,0.10000000
406,9.00000000,13.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.10000000,0.15000000
407,9.00000000,13.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.15000000,0.25000000
408,9.00000000,13.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.25000000,0.35000000
409,9.00000000,13.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.35000000,0.55000000
410,9.00000000,13.00000000,0.45400000,0.60000000,0.20000000,0.40000000,0.55000000,1.00000000
411,9.00000000,13.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.00000000,0.10000000
412,9.00000000,13.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.10000000,0.15000000
413,9.00000000,13.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.15000000,0.25000000
414,9.00000000,13.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.25000000,0.35000000
415,9.00000000,13.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.35000000,0.55000000
416,9.00000000,13.00000000,0.45400000,0.60000000,0.40000000,0.60000000,0.55000000,1.00000000
417,9.00000000,13.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.00000000,0.15000000
418,9.00000000,13.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.15000000,0.25000000
419,9.00000000,13.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.25000000,0.35000000
420,9.00000000,13.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.35000000,0.55000000
421,9.00000000,13.00000000,0.45400000,0.60000000,0.60000000,1.00000000,0.55000000,1.00000000
422,9.00000000,13.00000000,0.45400000,0.60000000,1.00000000,3.00000000,0.00000000,0.25000000
423,9.00000000,13.00000000,0.45400000,0.60000000,1.00000000,3.00000000,0.25000000,0.35000000
424,9.00000000,13.00000000,0.45400000,0.60000000,1.00000000,3.00000000,0.35000000,1.00000000
425,9.00000000,13.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.00000000,0.15000000
426,9.00000000,13.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.15000000,0.25000000
427,9.00000000,13.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.25000000,0.35000000
428,9.00000000,13.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.35000000,0.55000000
429,9.00000000,13.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.55000000,1.00000000
430,9.00000000,13.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.00000000,0.10000000
431,9.00000000,13.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.10000000,0.15000000
432,9.00000000,13.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.15000000,0.25000000
433,9.00000000,13.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.25000000,0.35000000
434,9.00000000,13.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.35000000,0.55000000
435,9.00000000,13.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.55000000,1.00000000
436,9.00000000,13.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.00000000,0.10000000
437,9.00000000,13.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.10000000,0.15000000
438,9.00000000,13.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.15000000,0.25000000
439,9.00000000,13.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.25000000,0.35000000
440,9.00000000,13.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.35000000,0.55000000
441,9.00000000,13.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.55000000,1.00000000
442,9.00000000,13.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.00000000,0.15000000
443,9.00000000,13.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.15000000,0.25000000
444,9.00000000,13.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.25000000,0.35000000
445,9.00000000,13.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.35000000,0.55000000
446,9.00000000,13.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.55000000,1.00000000
447,9.00000000,13.00000000,0.60000000,1.00000000,1.00000000,3.00000000,0.00000000,0.25000000
448,9.00000000,13.00000000,0.60000000,1.00000000,1.00000000,3.00000000,0.25000000,0.35000000
449,9.00000000,13.00000000,0.60000000,1.00000000,1.00000000,3.00000000,0.35000000,1.00000000
450,13.00000000,22.00000000,0.00000000,0.60000000,0.00000000,0.20000000,0.00000000,0.15000000
451,13.00000000,22.00000000,0.00000000,0.60000000,0.00000000,0.20000000,0.15000000,0.25000000
452,13.00000000,22.00000000,0.00000000,0.60000000,0.00000000,0.20000000,0.25000000,0.35000000
453,13.00000000,22.00000000,0.00000000,0.60000000,0.00000000,0.20000000,0.35000000,0.55000000
454,13.00000000,22.00000000,0.00000000,0.60000000,0.00000000,0.20000000,0.55000000,1.00000000
455,13.00000000,22.00000000,0.00000000,0.60000000,0.20000000,0.40000000,0.00000000,0.10000000
456,13.00000000,22.00000000,0.00000000,0.60000000,0.20000000,0.40000000,0.10000000,0.15000000
457,13.00000000,22.00000000,0.00000000,0.60000000,0.20000000,0.40000000,0.15000000,0.25000000
458,13.00000000,22.00000000,0.00000000,0.60000000,0.20000000,0.40000000,0.25000000,0.35000000
459,13.00000000,22.00000000,0.00000000,0.60000000,0.20000000,0.40000000,0.35000000,0.55000000
460,13.00000000,22.00000000,0.00000000,0.60000000,0.20000000,0.40000000,0.55000000,1.00000000
461,13.00000000,22.00000000,0.00000000,0.60000000,0.40000000,0.60000000,0.00000000,0.10000000
462,13.00000000,22.00000000,0.00000000,0.60000000,0.40000000,0.60000000,0.10000000,0.15000000
463,13.00000000,22.00000000,0.00000000,0.60000000,0.40000000,0.60000000,0.15000000,0.25000000
464,13.00000000,22.00000000,0.00000000,0.60000000,0.40000000,0.60000000,0.25000000,0.35000000
465,13.00000000,22.00000000,0.00000000,0.60000000,0.40000000,0.60000000,0.35000000,0.55000000
466,13.00000000,22.00000000,0.00000000,0.60000000,0.40000000,0.60000000,0.55000000,1.00000000
467,13.00000000,22.00000000,0.00000000,0.60000000,0.60000000,1.00000000,0.00000000,0.15000000
468,13.00000000,22.00000000,0.00000000,0.60000000,0.60000000,1.00000000,0.15000000,0.25000000
469,13.00000000,22.00000000,0.00000000,0.60000000,0.60000000,1.00000000,0.25000000,0.35000000
470,13.00000000,22.00000000,0.00000000,0.60000000,0.60000000,1.00000000,0.35000000,0.55000000
471,13.00000000,22.00000000,0.00000000,0.60000000,0.60000000,1.00000000,0.55000000,1.00000000
472,13.00000000,22.00000000,0.00000000,0.60000000,1.00000000,3.00000000,0.00000000,0.25000000
473,13.00000000,22.00000000,0.00000000,0.60000000,1.00000000,3.00000000,0.25000000,0.35000000
474,13.00000000,22.00000000,0.00000000,0.60000000,1.00000000,3.00000000,0.35000000,1.00000000
475,13.00000000,22.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.00000000,0.15000000
476,13.00000000,22.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.15000000,0.25000000
477,13.00000000,22.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.25000000,0.35000000
478,13.00000000,22.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.35000000,0.55000000
479,13.00000000,22.00000000,0.60000000,1.00000000,0.00000000,0.20000000,0.55000000,1.00000000
480,13.00000000,22.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.00000000,0.10000000
481,13.00000000,22.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.10000000,0.15000000
482,13.00000000,22.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.15000000,0.25000000
483,13.00000000,22.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.25000000,0.35000000
484,13.00000000,22.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.35000000,0.55000000
485,13.00000000,22.00000000,0.60000000,1.00000000,0.20000000,0.40000000,0.55000000,1.00000000
486,13.00000000,22.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.00000000,0.10000000
487,13.00000000,22.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.10000000,0.15000000
488,13.00000000,22.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.15000000,0.25000000
489,13.00000000,22.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.25000000,0.35000000
490,13.00000000,22.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.35000000,0.55000000
491,13.00000000,22.00000000,0.60000000,1.00000000,0.40000000,0.60000000,0.55000000,1.00000000
492,13.00000000,22.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.00000000,0.15000000
493,13.00000000,22.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.15000000,0.25000000
494,13.00000000,22.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.25000000,0.35000000
495,13.00000000,22.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.35000000,0.55000000
496,13.00000000,22.00000000,0.60000000,1.00000000,0.60000000,1.00000000,0.55000000,1.00000000
497,13.00000000,22.00000000,0.60000000,1.00000000,1.00000000,3.00000000,0.00000000,0.25000000
498,13.00000000,22.00000000,0.60000000,1.00000000,1.00000000,3.00000000,0.25000000,0.35000000
499,13.00000000,22.00000000,0.60000000,1.00000000,1.00000000,3.00000000,0.35000000,1.00000000
